January
01 06:40:50 10CP06 24GE57 21SG16 25CP23 18LI23 21PI56 26AR46 10AQ57 01AQ04 09SG07 24LE24 
21 07:59:41 00AQ29 11PI27 21CP17 20AQ25 27LI42 25PI18 27AR14 12AQ04 01AQ48 09SG45 23LE20 
22 08:03:37 01AQ30 25PI09 22CP52 21AQ40 28LI07 25PI29 27AR16 12AQ07 01AQ51 09SG46 23LE17 
23 08:07:34 02AQ31 09AR01 24CP29 22AQ55 28LI33 25PI40 27AR19 12AQ10 01AQ53 09SG48 23LE14 
24 08:11:30 03AQ32 23AR01 26CP05 24AQ10 28LI58 25PI52 27AR21 12AQ14 01AQ55 09SG49 23LE11 
25 08:15:27 04AQ33 07TA09 27CP43 25AQ25 29LI23 26PI03 27AR24 12AQ17 01AQ58 09SG51 23LE07 
26 08:19:24 05AQ34 21TA22 29CP21 26AQ40 29LI48 26PI15 27AR27 12AQ21 01AQ60 09SG53 23LE04 
27 08:23:20 06AQ35 05GE39 00AQ59 27AQ54 00SC12 26PI27 27AR30 12AQ24 02AQ02 09SG54 23LE01 
28 08:27:17 07AQ36 19GE56 02AQ39 29AQ09 00SC36 26PI39 27AR33 12AQ28 02AQ04 09SG56 22LE58 
29 08:31:13 08AQ37 04CN10 04AQ19 00PI24 01SC00 26PI51 27AR36 12AQ31 02AQ07 09SG57 22LE55 
30 08:35:10 09AQ38 18CN15 05AQ59 01PI39 01SC24 27PI03 27AR40 12AQ35 02AQ09 09SG59 22LE52 
31 08:39:06 10AQ39 02LE08 07AQ41 02PI53 01SC47 27PI15 27AR43 12AQ38 02AQ11 09SG60 22LE48 
February
01 08:43:03 11AQ40 15LE46 09AQ22 04PI08 02SC10 27PI27 27AR47 12AQ42 02AQ13 10SG01 22LE45 
02 08:46:59 12AQ41 29LE06 11AQ05 05PI23 02SC33 27PI39 27AR50 12AQ45 02AQ16 10SG03 22LE42 
03 08:50:56 13AQ41 12VI07 12AQ49 06PI37 02SC56 27PI52 27AR54 12AQ49 02AQ18 10SG04 22LE39 
04 08:54:53 14AQ42 24VI49 14AQ33 07PI52 03SC18 28PI04 27AR58 12AQ52 02AQ20 10SG05 22LE36 
05 08:58:49 15AQ43 07LI15 16AQ17 09PI07 03SC40 28PI16 28AR02 12AQ56 02AQ22 10SG06 22LE33 
06 09:02:46 16AQ44 19LI26 18AQ03 10PI21 04SC01 28PI29 28AR05 12AQ59 02AQ25 10SG08 22LE29 
07 09:06:42 17AQ45 01SC26 19AQ49 11PI36 04SC23 28PI42 28AR10 13AQ03 02AQ27 10SG09 22LE26 
08 09:10:39 18AQ46 13SC20 21AQ36 12PI50 04SC43 28PI54 28AR14 13AQ06 02AQ29 10SG10 22LE23 
09 09:14:35 19AQ46 25SC13 23AQ23 14PI05 05SC04 29PI07 28AR18 13AQ10 02AQ31 10SG11 22LE20 
10 09:18:32 20AQ47 07SG09 25AQ12 15PI19 05SC24 29PI20 28AR22 13AQ13 02AQ34 10SG12 22LE17 
11 09:22:28 21AQ48 19SG12 27AQ00 16PI34 05SC44 29PI33 28AR27 13AQ17 02AQ36 10SG13 22LE13 
12 09:26:25 22AQ49 01CP27 28AQ49 17PI48 06SC03 29PI46 28AR31 13AQ20 02AQ38 10SG14 22LE10 
13 09:30:22 23AQ49 13CP58 00PI39 19PI02 06SC22 29PI59 28AR36 13AQ24 02AQ40 10SG15 22LE07 
14 09:34:18 24AQ50 26CP46 02PI29 20PI17 06SC41 00AR12 28AR40 13AQ27 02AQ42 10SG16 22LE04 
15 09:38:15 25AQ51 09AQ54 04PI19 21PI31 06SC59 00AR26 28AR45 13AQ31 02AQ44 10SG17 22LE01 
16 09:42:11 26AQ51 23AQ21 06PI09 22PI45 07SC17 00AR39 28AR50 13AQ34 02AQ46 10SG18 21LE58 
17 09:46:08 27AQ52 07PI05 07PI59 23PI59 07SC34 00AR52 28AR55 13AQ37 02AQ49 10SG19 21LE54 
18 09:50:04 28AQ52 21PI05 09PI48 25PI14 07SC51 01AR06 28AR60 13AQ41 02AQ51 10SG20 21LE51 
19 09:54:01 29AQ53 05AR16 11PI37 26PI28 08SC08 01AR19 29AR05 13AQ44 02AQ53 10SG21 21LE48 
20 09:57:57 00PI53 19AR33 13PI25 27PI42 08SC24 01AR33 29AR10 13AQ48 02AQ55 10SG21 21LE45 
21 10:01:54 01PI54 03TA53 15PI12 28PI56 08SC40 01AR46 29AR15 13AQ51 02AQ57 10SG22 21LE42 
22 10:05:51 02PI54 18TA11 16PI57 00AR10 08SC55 01AR60 29AR21 13AQ54 02AQ59 10SG23 21LE38 
23 10:09:47 03PI55 02GE25 18PI40 01AR24 09SC09 02AR13 29AR26 13AQ58 03AQ01 10SG24 21LE35 
24 10:13:44 04PI55 16GE32 20PI20 02AR38 09SC24 02AR27 29AR31 14AQ01 03AQ03 10SG24 21LE32 
25 10:17:40 05PI56 00CN29 21PI57 03AR51 09SC37 02AR41 29AR37 14AQ04 03AQ05 10SG25 21LE29 
26 10:21:37 06PI56 14CN17 23PI31 05AR05 09SC51 02AR55 29AR42 14AQ08 03AQ07 10SG25 21LE26 
27 10:25:33 07PI56 27CN53 25PI00 06AR19 10SC03 03AR08 29AR48 14AQ11 03AQ09 10SG26 21LE23 
28 10:29:30 08PI57 11LE18 26PI25 07AR33 10SC15 03AR22 29AR54 14AQ14 03AQ11 10SG26 21LE19 
March
01 10:33:26 09PI57 24LE31 27PI44 08AR46 10SC27 03AR36 29AR60 14AQ17 03AQ13 10SG27 21LE16 
02 10:37:23 10PI57 07VI30 28PI57 09AR60 10SC38 03AR50 00TA05 14AQ21 03AQ15 10SG27 21LE13 
03 10:41:19 11PI57 20VI16 00AR03 11AR13 10SC49 04AR04 00TA11 14AQ24 03AQ17 10SG28 21LE10 
04 10:45:16 12PI57 02LI49 01AR02 12AR27 10SC59 04AR18 00TA17 14AQ27 03AQ18 10SG28 21LE07 
05 10:49:13 13PI57 15LI09 01AR54 13AR40 11SC08 04AR32 00TA23 14AQ30 03AQ20 10SG28 21LE04 
06 10:53:09 14PI58 27LI18 02AR37 14AR54 11SC17 04AR46 00TA29 14AQ33 03AQ22 10SG29 21LE00 
07 10:57:06 15PI58 09SC18 03AR12 16AR07 11SC25 05AR01 00TA36 14AQ36 03AQ24 10SG29 20LE57 
08 11:01:02 16PI58 21SC12 03AR38 17AR20 11SC33 05AR15 00TA42 14AQ40 03AQ26 10SG29 20LE54 
09 11:04:59 17PI58 03SG05 03AR55 18AR33 11SC40 05AR29 00TA48 14AQ43 03AQ27 10SG29 20LE51 
10 11:08:55 18PI58 14SG59 04AR03 19AR47 11SC46 05AR43 00TA54 14AQ46 03AQ29 10SG30 20LE48 
11 11:12:52 19PI58 27SG01 04AR02 20AR60 11SC52 05AR57 01TA01 14AQ49 03AQ31 10SG30 20LE44 
12 11:16:48 20PI58 09CP14 03AR52 22AR13 11SC57 06AR12 01TA07 14AQ52 03AQ33 10SG30 20LE41 
13 11:20:45 21PI57 21CP44 03AR34 23AR26 12SC01 06AR26 01TA14 14AQ55 03AQ34 10SG30 20LE38 
14 11:24:42 22PI57 04AQ34 03AR08 24AR39 12SC05 06AR40 01TA20 14AQ58 03AQ36 10SG30 20LE35 
15 11:28:38 23PI57 17AQ47 02AR34 25AR52 12SC08 06AR55 01TA27 15AQ01 03AQ38 10SG30 20LE32 
16 11:32:35 24PI57 01PI26 01AR55 27AR04 12SC10 07AR09 01TA34 15AQ03 03AQ39 10SG30 20LE29 
17 11:36:31 25PI57 15PI28 01AR10 28AR17 12SC11 07AR23 01TA40 15AQ06 03AQ41 10SG30 20LE25 
18 11:40:28 26PI57 29PI52 00AR20 29AR30 12SC12 07AR38 01TA47 15AQ09 03AQ42 10SG29 20LE22 
19 11:44:24 27PI56 14AR30 29PI28 00TA42 12SC12 07AR52 01TA54 15AQ12 03AQ44 10SG29 20LE19 
20 11:48:21 28PI56 29AR17 28PI33 01TA55 12SC11 08AR07 02TA01 15AQ15 03AQ45 10SG29 20LE16 
21 11:52:17 29PI56 14TA04 27PI38 03TA07 12SC10 08AR21 02TA07 15AQ17 03AQ47 10SG29 20LE13 
22 11:56:14 00AR55 28TA44 26PI43 04TA20 12SC08 08AR36 02TA14 15AQ20 03AQ48 10SG29 20LE10 
23 12:00:11 01AR55 13GE10 25PI50 05TA32 12SC05 08AR50 02TA21 15AQ23 03AQ50 10SG28 20LE06 
24 12:04:07 02AR54 27GE20 24PI59 06TA44 12SC01 09AR05 02TA28 15AQ25 03AQ51 10SG28 20LE03 
25 12:08:04 03AR54 11CN12 24PI11 07TA56 11SC57 09AR19 02TA35 15AQ28 03AQ52 10SG28 19LE60 
26 12:12:00 04AR53 24CN46 23PI28 09TA09 11SC52 09AR34 02TA42 15AQ31 03AQ54 10SG27 19LE57 
27 12:15:57 05AR53 08LE04 22PI49 10TA21 11SC46 09AR48 02TA50 15AQ33 03AQ55 10SG27 19LE54 
28 12:19:53 06AR52 21LE07 22PI15 11TA33 11SC39 10AR03 02TA57 15AQ36 03AQ56 10SG26 19LE50 
29 12:23:50 07AR51 03VI56 21PI47 12TA44 11SC31 10AR17 03TA04 15AQ38 03AQ58 10SG26 19LE47 
30 12:27:46 08AR51 16VI35 21PI25 13TA56 11SC23 10AR32 03TA11 15AQ41 03AQ59 10SG25 19LE44 
31 12:31:43 09AR50 29VI03 21PI08 15TA08 11SC14 10AR46 03TA18 15AQ43 04AQ00 10SG25 19LE41 
April
01 12:35:40 10AR49 11LI22 20PI58 16TA19 11SC04 11AR01 03TA26 15AQ45 04AQ01 10SG24 19LE38 
02 12:39:36 11AR48 23LI33 20PI53 17TA31 10SC54 11AR15 03TA33 15AQ48 04AQ02 10SG24 19LE35 
03 12:43:33 12AR48 05SC36 20PI53 18TA42 10SC42 11AR30 03TA40 15AQ50 04AQ03 10SG23 19LE31 
04 12:47:29 13AR47 17SC33 20PI59 19TA54 10SC30 11AR44 03TA48 15AQ52 04AQ05 10SG22 19LE28 
05 12:51:26 14AR46 29SC26 21PI11 21TA05 10SC18 11AR59 03TA55 15AQ54 04AQ06 10SG22 19LE25 
06 12:55:22 15AR45 11SG18 21PI27 22TA16 10SC04 12AR13 04TA02 15AQ57 04AQ07 10SG21 19LE22 
07 12:59:19 16AR44 23SG11 21PI49 23TA27 09SC50 12AR28 04TA10 15AQ59 04AQ08 10SG20 19LE19 
08 13:03:15 17AR43 05CP11 22PI15 24TA38 09SC35 12AR42 04TA17 16AQ01 04AQ09 10SG19 19LE15 
09 13:07:12 18AR42 17CP21 22PI45 25TA49 09SC19 12AR57 04TA25 16AQ03 04AQ10 10SG19 19LE12 
10 13:11:09 19AR41 29CP47 23PI20 26TA60 09SC03 13AR11 04TA32 16AQ05 04AQ10 10SG18 19LE09 
11 13:15:05 20AR40 12AQ33 23PI58 28TA10 08SC46 13AR26 04TA40 16AQ07 04AQ11 10SG17 19LE06 
12 13:19:02 21AR39 25AQ44 24PI41 29TA21 08SC29 13AR40 04TA47 16AQ09 04AQ12 10SG16 19LE03 
13 13:22:58 22AR38 09PI23 25PI27 00GE31 08SC11 13AR55 04TA55 16AQ11 04AQ13 10SG15 18LE60 
14 13:26:55 23AR36 23PI30 26PI16 01GE42 07SC52 14AR09 05TA02 16AQ12 04AQ14 10SG14 18LE56 
15 13:30:51 24AR35 08AR04 27PI09 02GE52 07SC33 14AR23 05TA10 16AQ14 04AQ14 10SG13 18LE53 
16 13:34:48 25AR34 22AR60 28PI05 04GE02 07SC13 14AR38 05TA17 16AQ16 04AQ15 10SG12 18LE50 
17 13:38:44 26AR33 08TA08 29PI03 05GE12 06SC53 14AR52 05TA25 16AQ18 04AQ16 10SG11 18LE47 
18 13:42:41 27AR31 23TA18 00AR05 06GE22 06SC32 15AR07 05TA33 16AQ19 04AQ16 10SG10 18LE44 
19 13:46:38 28AR30 08GE20 01AR09 07GE32 06SC11 15AR21 05TA40 16AQ21 04AQ17 10SG09 18LE41 
20 13:50:34 29AR29 23GE05 02AR16 08GE42 05SC50 15AR35 05TA48 16AQ22 04AQ18 10SG08 18LE37 
21 13:54:31 00TA27 07CN27 03AR25 09GE51 05SC29 15AR49 05TA56 16AQ24 04AQ18 10SG07 18LE34 
22 13:58:27 01TA26 21CN25 04AR37 11GE01 05SC07 16AR04 06TA03 16AQ25 04AQ19 10SG05 18LE31 
23 14:02:24 02TA24 04LE58 05AR51 12GE10 04SC45 16AR18 06TA11 16AQ27 04AQ19 10SG04 18LE28 
24 14:06:20 03TA23 18LE09 07AR07 13GE20 04SC22 16AR32 06TA19 16AQ28 04AQ20 10SG03 18LE25 
25 14:10:17 04TA21 01VI01 08AR25 14GE29 04SC00 16AR46 06TA26 16AQ30 04AQ20 10SG02 18LE21 
26 14:14:13 05TA20 13VI37 09AR46 15GE38 03SC38 17AR00 06TA34 16AQ31 04AQ20 10SG01 18LE18 
27 14:18:10 06TA18 26VI01 11AR08 16GE47 03SC15 17AR15 06TA42 16AQ32 04AQ21 09SG59 18LE15 
28 14:22:07 07TA17 08LI15 12AR33 17GE55 02SC53 17AR29 06TA49 16AQ33 04AQ21 09SG58 18LE12 
29 14:26:03 08TA15 20LI22 13AR60 19GE04 02SC30 17AR43 06TA57 16AQ35 04AQ21 09SG57 18LE09 
30 14:29:60 09TA13 02SC23 15AR28 20GE12 02SC08 17AR57 07TA05 16AQ36 04AQ22 09SG55 18LE06 
May
01 14:33:56 10TA11 14SC20 16AR59 21GE20 01SC46 18AR11 07TA12 16AQ37 04AQ22 09SG54 18LE02 
02 14:37:53 11TA10 26SC14 18AR31 22GE29 01SC23 18AR25 07TA20 16AQ38 04AQ22 09SG53 17LE59 
03 14:41:49 12TA08 08SG06 20AR06 23GE37 01SC02 18AR39 07TA28 16AQ39 04AQ22 09SG51 17LE56 
04 14:45:46 13TA06 19SG58 21AR42 24GE44 00SC40 18AR52 07TA35 16AQ40 04AQ22 09SG50 17LE53 
05 14:49:42 14TA04 01CP53 23AR20 25GE52 00SC19 19AR06 07TA43 16AQ40 04AQ22 09SG48 17LE50 
06 14:53:39 15TA02 13CP53 25AR00 26GE59 29LI58 19AR20 07TA51 16AQ41 04AQ22 09SG47 17LE47 
07 14:57:36 16TA00 26CP03 26AR42 28GE07 29LI37 19AR34 07TA58 16AQ42 04AQ22 09SG46 17LE43 
08 15:01:32 16TA59 08AQ27 28AR26 29GE14 29LI17 19AR47 08TA06 16AQ43 04AQ22 09SG44 17LE40 
09 15:05:29 17TA57 21AQ10 00TA12 00CN21 28LI58 20AR01 08TA13 16AQ43 04AQ22 09SG43 17LE37 
10 15:09:25 18TA55 04PI15 01TA59 01CN28 28LI38 20AR15 08TA21 16AQ44 04AQ22 09SG41 17LE34 
11 15:13:22 19TA53 17PI48 03TA49 02CN34 28LI20 20AR28 08TA29 16AQ45 04AQ22 09SG40 17LE31 
12 15:17:18 20TA51 01AR50 05TA40 03CN41 28LI02 20AR42 08TA36 16AQ45 04AQ22 09SG38 17LE27 
13 15:21:15 21TA49 16AR21 07TA34 04CN47 27LI44 20AR55 08TA44 16AQ46 04AQ22 09SG37 17LE24 
14 15:25:11 22TA46 01TA17 09TA29 05CN53 27LI27 21AR09 08TA51 16AQ46 04AQ22 09SG35 17LE21 
15 15:29:08 23TA44 16TA30 11TA26 06CN59 27LI11 21AR22 08TA59 16AQ46 04AQ21 09SG34 17LE18 
16 15:33:05 24TA42 01GE50 13TA25 08CN05 26LI55 21AR35 09TA06 16AQ47 04AQ21 09SG32 17LE15 
17 15:37:01 25TA40 17GE04 15TA26 09CN10 26LI41 21AR48 09TA14 16AQ47 04AQ21 09SG30 17LE12 
18 15:40:58 26TA38 02CN03 17TA28 10CN16 26LI26 22AR02 09TA21 16AQ47 04AQ20 09SG29 17LE08 
19 15:44:54 27TA36 16CN39 19TA33 11CN21 26LI13 22AR15 09TA29 16AQ47 04AQ20 09SG27 17LE05 
20 15:48:51 28TA34 00LE48 21TA38 12CN26 26LI00 22AR28 09TA36 16AQ47 04AQ20 09SG26 17LE02 
21 15:52:47 29TA31 14LE28 23TA46 13CN30 25LI49 22AR41 09TA43 16AQ47 04AQ19 09SG24 16LE59 
22 15:56:44 00GE29 27LE41 25TA54 14CN35 25LI37 22AR54 09TA51 16AQ47 04AQ19 09SG22 16LE56 
23 16:00:40 01GE27 10VI32 28TA04 15CN39 25LI27 23AR07 09TA58 16AQ47 04AQ18 09SG21 16LE52 
24 16:04:37 02GE24 23VI04 00GE14 16CN43 25LI18 23AR19 10TA05 16AQ47 04AQ18 09SG19 16LE49 
25 16:08:34 03GE22 05LI21 02GE25 17CN46 25LI09 23AR32 10TA13 16AQ47 04AQ17 09SG18 16LE46 
26 16:12:30 04GE20 17LI28 04GE37 18CN49 25LI01 23AR45 10TA20 16AQ47 04AQ17 09SG16 16LE43 
27 16:16:27 05GE17 29LI27 06GE49 19CN53 24LI54 23AR58 10TA27 16AQ47 04AQ16 09SG14 16LE40 
28 16:20:23 06GE15 11SC22 09GE01 20CN55 24LI48 24AR10 10TA34 16AQ47 04AQ15 09SG13 16LE37 
29 16:24:20 07GE13 23SC15 11GE12 21CN58 24LI42 24AR23 10TA42 16AQ46 04AQ15 09SG11 16LE33 
30 16:28:16 08GE10 05SG08 13GE23 23CN00 24LI38 24AR35 10TA49 16AQ46 04AQ14 09SG09 16LE30
31 16:32:13 09GE08 17SG01 15GE33 24CN02 24LI34 24AR47 10TA56 16AQ46 04AQ13 09SG08 16LE27 	
June
01 16:36:09 10GE05 28SG57 17GE42 25CN04 24LI31 24AR59 11TA03 16AQ45 04AQ12 09SG06 16LE24 
02 16:40:06 11GE03 10CP57 19GE49 26CN05 24LI29 25AR12 11TA10 16AQ45 04AQ12 09SG05 16LE21 
03 16:44:03 12GE00 23CP04 21GE55 27CN06 24LI27 25AR24 11TA17 16AQ44 04AQ11 09SG03 16LE18 
04 16:47:59 12GE58 05AQ19 23GE59 28CN06 24LI27 25AR36 11TA24 16AQ43 04AQ10 09SG01 16LE14 
05 16:51:56 13GE55 17AQ47 26GE01 29CN07 24LI27 25AR48 11TA31 16AQ43 04AQ09 08SG60 16LE11 
06 16:55:52 14GE52 00PI31 28GE01 00LE06 24LI28 25AR60 11TA38 16AQ42 04AQ08 08SG58 16LE08 
07 16:59:49 15GE50 13PI36 29GE58 01LE06 24LI30 26AR11 11TA44 16AQ41 04AQ07 08SG56 16LE05 
08 17:03:45 16GE47 27PI03 01CN54 02LE05 24LI32 26AR23 11TA51 16AQ41 04AQ06 08SG55 16LE02 
09 17:07:42 17GE45 10AR57 03CN47 03LE04 24LI36 26AR35 11TA58 16AQ40 04AQ05 08SG53 15LE58 
10 17:11:38 18GE42 25AR17 05CN38 04LE02 24LI40 26AR46 12TA05 16AQ39 04AQ04 08SG52 15LE55 
11 17:15:35 19GE39 10TA01 07CN26 04LE60 24LI44 26AR57 12TA11 16AQ38 04AQ03 08SG50 15LE52 
12 17:19:32 20GE37 25TA03 09CN12 05LE57 24LI50 27AR09 12TA18 16AQ37 04AQ02 08SG48 15LE49 
13 17:23:28 21GE34 10GE15 10CN55 06LE55 24LI56 27AR20 12TA24 16AQ36 04AQ01 08SG47 15LE46 
14 17:27:25 22GE32 25GE27 12CN36 07LE51 25LI03 27AR31 12TA31 16AQ35 04AQ00 08SG45 15LE43 
15 17:31:21 23GE29 10CN27 14CN14 08LE47 25LI11 27AR42 12TA37 16AQ34 03AQ59 08SG44 15LE39 
16 17:35:18 24GE26 25CN07 15CN49 09LE43 25LI19 27AR53 12TA44 16AQ33 03AQ58 08SG42 15LE36 
17 17:39:14 25GE24 09LE22 17CN22 10LE38 25LI28 28AR04 12TA50 16AQ31 03AQ57 08SG41 15LE33 
18 17:43:11 26GE21 23LE10 18CN53 11LE33 25LI38 28AR15 12TA56 16AQ30 03AQ56 08SG39 15LE30 
19 17:47:07 27GE18 06VI29 20CN20 12LE27 25LI48 28AR25 13TA03 16AQ29 03AQ54 08SG38 15LE27 
20 17:51:04 28GE15 19VI25 21CN45 13LE20 25LI60 28AR36 13TA09 16AQ28 03AQ53 08SG36 15LE24 
21 17:55:01 29GE13 01LI58 23CN08 14LE13 26LI11 28AR46 13TA15 16AQ26 03AQ52 08SG34 15LE20 
22 17:58:57 00CN10 14LI16 24CN27 15LE05 26LI24 28AR57 13TA21 16AQ25 03AQ51 08SG33 15LE17 
23 18:02:54 01CN07 26LI21 25CN44 15LE57 26LI37 29AR07 13TA27 16AQ23 03AQ49 08SG32 15LE14 
24 18:06:50 02CN04 08SC18 26CN58 16LE48 26LI50 29AR17 13TA33 16AQ22 03AQ48 08SG30 15LE11 
25 18:10:47 03CN02 20SC11 28CN09 17LE38 27LI04 29AR27 13TA39 16AQ20 03AQ47 08SG29 15LE08 
26 18:14:43 03CN59 02SG03 29CN17 18LE27 27LI19 29AR37 13TA45 16AQ19 03AQ45 08SG27 15LE04 
27 18:18:40 04CN56 13SG56 00LE22 19LE16 27LI35 29AR47 13TA51 16AQ17 03AQ44 08SG26 15LE01 
28 18:22:36 05CN53 25SG53 01LE24 20LE04 27LI51 29AR56 13TA56 16AQ16 03AQ43 08SG24 14LE58 
29 18:26:33 06CN50 07CP56 02LE23 20LE52 28LI07 00TA06 14TA02 16AQ14 03AQ41 08SG23 14LE55 
30 18:30:30 07CN48 20CP06 03LE19 21LE38 28LI24 00TA15 14TA08 16AQ12 03AQ40 08SG22 14LE52 
July
01 18:34:26 08CN45 02AQ24 04LE11 22LE24 28LI41 00TA24 14TA13 16AQ11 03AQ38 08SG20 14LE49 
02 18:38:23 09CN42 14AQ53 04LE59 23LE08 28LI60 00TA34 14TA19 16AQ09 03AQ37 08SG19 14LE45 
03 18:42:19 10CN39 27AQ33 05LE44 23LE52 29LI18 00TA43 14TA24 16AQ07 03AQ36 08SG18 14LE42 
04 18:46:16 11CN36 10PI28 06LE26 24LE35 29LI37 00TA52 14TA29 16AQ05 03AQ34 08SG16 14LE39 
05 18:50:12 12CN34 23PI39 07LE03 25LE17 29LI57 01TA00 14TA35 16AQ04 03AQ33 08SG15 14LE36 
06 18:54:09 13CN31 07AR08 07LE37 25LE58 00SC17 01TA09 14TA40 16AQ02 03AQ31 08SG14 14LE33 
07 18:58:05 14CN28 20AR58 08LE06 26LE37 00SC37 01TA18 14TA45 15AQ60 03AQ30 08SG13 14LE30 
08 19:02:02 15CN25 05TA07 08LE31 27LE16 00SC58 01TA26 14TA50 15AQ58 03AQ28 08SG11 14LE26 
09 19:05:59 16CN22 19TA35 08LE52 27LE54 01SC20 01TA34 14TA55 15AQ56 03AQ27 08SG10 14LE23 
10 19:09:55 17CN20 04GE18 09LE08 28LE30 01SC41 01TA42 14TA60 15AQ54 03AQ25 08SG09 14LE20 
11 19:13:52 18CN17 19GE10 09LE20 29LE05 02SC04 01TA50 15TA05 15AQ52 03AQ23 08SG08 14LE17 
12 19:17:48 19CN14 04CN03 09LE27 29LE39 02SC27 01TA58 15TA09 15AQ50 03AQ22 08SG07 14LE14 
13 19:21:45 20CN11 18CN49 09LE29 00VI12 02SC50 02TA06 15TA14 15AQ48 03AQ20 08SG06 14LE10 
14 19:25:41 21CN09 03LE20 09LE27 00VI43 03SC13 02TA13 15TA19 15AQ46 03AQ19 08SG04 14LE07 
15 19:29:38 22CN06 17LE32 09LE20 01VI13 03SC37 02TA21 15TA23 15AQ44 03AQ17 08SG03 14LE04 
16 19:33:34 23CN03 01VI20 09LE08 01VI41 04SC02 02TA28 15TA28 15AQ41 03AQ16 08SG02 14LE01 
17 19:37:31 24CN00 14VI43 08LE51 02VI08 04SC27 02TA35 15TA32 15AQ39 03AQ14 08SG01 13LE58 
18 19:41:28 24CN58 27VI42 08LE30 02VI33 04SC52 02TA42 15TA36 15AQ37 03AQ12 08SG00 13LE55 
19 19:45:24 25CN55 10LI19 08LE05 02VI56 05SC17 02TA49 15TA40 15AQ35 03AQ11 07SG59 13LE51 
20 19:49:21 26CN52 22LI39 07LE35 03VI18 05SC43 02TA56 15TA44 15AQ33 03AQ09 07SG59 13LE48 
21 19:53:17 27CN49 04SC46 07LE02 03VI38 06SC10 03TA02 15TA48 15AQ30 03AQ08 07SG58 13LE45 
22 19:57:14 28CN47 16SC43 06LE26 03VI56 06SC36 03TA08 15TA52 15AQ28 03AQ06 07SG57 13LE42 
23 20:01:10 29CN44 28SC36 05LE47 04VI12 07SC03 03TA15 15TA56 15AQ26 03AQ04 07SG56 13LE39 
24 20:05:07 00LE41 10SG29 05LE07 04VI27 07SC31 03TA21 15TA60 15AQ24 03AQ03 07SG55 13LE36 
25 20:09:03 01LE38 22SG25 04LE24 04VI39 07SC59 03TA26 16TA04 15AQ21 03AQ01 07SG54 13LE32 
26 20:13:00 02LE36 04CP27 03LE42 04VI49 08SC27 03TA32 16TA07 15AQ19 02AQ59 07SG54 13LE29 
27 20:16:57 03LE33 16CP38 02LE59 04VI57 08SC55 03TA38 16TA11 15AQ17 02AQ58 07SG53 13LE26 
28 20:20:53 04LE30 29CP00 02LE17 05VI03 09SC24 03TA43 16TA14 15AQ14 02AQ56 07SG52 13LE23 
